SiteID,DEM
232,896.4719848632812
233,367.7179870605469
234,458.91900634765625
235,420.4739990234375
236,421.02099609375
237,421.02099609375
238,258.64898681640625
239,258.64898681640625
240,258.64898681640625
241,1027.9100341796875
242,1027.9100341796875
243,1027.9100341796875
244,973.77197265625
245,307.15899658203125
246,735.6010131835938
247,333.5480041503906
248,330.0690002441406
249,418.87200927734375
250,676.6920166015625
251,676.6920166015625
252,676.6920166015625
253,660.0980224609375
254,327.38800048828125
255,479.90301513671875
256,518.9390258789062
257,350.52899169921875
258,344.906005859375
259,344.906005859375
260,555.5960083007812
261,426.17401123046875
262,862.3270263671875
263,307.7430114746094
264,605.6259765625
265,605.6259765625
266,605.6259765625
267,585.0260009765625
268,935.8790283203125
269,390.2869873046875
270,390.2869873046875
271,390.2869873046875
272,355.4570007324219
273,1008.3699951171875
274,1008.3699951171875
275,1008.3699951171875
276,982.3359985351562
277,982.3359985351562
278,982.3359985351562
279,910.8090209960938
280,699.0770263671875
281,368.1759948730469
282,368.1759948730469
283,368.1759948730469
284,373.6369934082031
285,1086.93994140625
286,423.2229919433594
287,327.46600341796875
288,2277.75
289,2277.75
290,2277.75
291,2162.0
292,2281.419921875
293,2357.300048828125
294,2334.669921875
295,2317.489990234375
296,1296.5
297,1296.5
298,1296.5
299,1157.9000244140625
300,1298.6500244140625
301,1257.010009765625
302,2157.889892578125
303,2152.389892578125
304,2237.429931640625
305,2514.780029296875
306,2847.39990234375
307,2847.39990234375
308,2847.39990234375
309,2559.18994140625
310,2559.18994140625
311,2559.18994140625
312,1841.8299560546875
313,1395.6300048828125
314,1460.3199462890625
315,1393.1400146484375
316,1340.010009765625
317,1433.8299560546875
318,1409.6300048828125
319,1623.3199462890625
320,1013.5499877929688
321,1595.719970703125
322,1595.719970703125
323,1516.199951171875
324,1904.43994140625
325,1552.6600341796875
326,1738.9000244140625
327,1732.8699951171875
328,1313.989990234375
329,1591.1800537109375
330,1334.06005859375
331,1304.3599853515625
332,1371.9100341796875
333,1066.8299560546875
334,1106.3800048828125
335,1217.9300537109375
336,1131.27001953125
337,1035.5899658203125
338,1035.5899658203125
339,1035.5899658203125
340,1200.989990234375
341,1698.6500244140625
342,1460.3399658203125
343,1416.9599609375
344,1416.9599609375
345,1414.030029296875
346,2337.169921875
347,2178.110107421875
348,2219.239990234375
349,2128.75
350,2230.669921875
351,2230.669921875
352,2230.669921875
353,1983.72998046875
354,1229.030029296875
355,1200.699951171875
356,1484.3800048828125
357,1484.3800048828125
358,1484.3800048828125
359,1237.18994140625
360,1237.18994140625
361,1237.18994140625
362,1175.760009765625
363,2182.89990234375
364,2705.760009765625
365,2285.14990234375
366,2285.14990234375
367,2285.14990234375
368,2517.47998046875
369,2825.06005859375
370,1331.43994140625
371,1331.43994140625
372,1331.43994140625
373,1287.72998046875
374,1287.72998046875
375,1287.72998046875
376,1309.3699951171875
377,1309.3699951171875
378,1319.239990234375
379,1319.239990234375
380,1319.239990234375
381,1261.5
382,2089.070068359375
383,2089.070068359375
384,2089.070068359375
385,1981.6199951171875
386,1919.780029296875
387,1919.780029296875
388,1919.780029296875
389,1677.489990234375
390,1970.1600341796875
391,2058.5400390625
392,1868.47998046875
393,1920.7099609375
394,1601.4000244140625
395,1574.0899658203125
396,2149.489990234375
397,2149.489990234375
398,2218.2900390625
399,2016.9300537109375
400,2016.9300537109375
401,1655.760009765625
402,1655.760009765625
403,1655.760009765625
404,1943.2099609375
405,1943.2099609375
406,1943.2099609375
407,1815.2900390625
408,1737.199951171875
409,2340.93994140625
410,2934.510009765625
411,2934.510009765625
412,2934.510009765625
413,2101.0
414,2101.0
415,2101.0
416,1969.4100341796875
417,1604.22998046875
418,1604.22998046875
419,1604.22998046875
420,2552.469970703125
421,2178.820068359375
422,1612.1300048828125
423,1612.1300048828125
424,1612.1300048828125
425,1284.699951171875
426,1355.1099853515625
427,1094.050048828125
428,2182.330078125
429,2011.6500244140625
430,2650.489990234375
431,2650.489990234375
432,2334.02001953125
433,1876.8699951171875
434,1876.8699951171875
435,1876.8699951171875
436,2141.25
437,2095.530029296875
438,2385.909912109375
439,2511.969970703125
440,2432.199951171875
441,2059.75
442,2059.75
443,2122.090087890625
444,1666.9100341796875
445,1666.9100341796875
446,1666.9100341796875
447,1615.219970703125
448,1592.8900146484375
449,1592.8900146484375
450,1592.8900146484375
451,1484.4100341796875
452,1442.5899658203125
453,1500.800048828125
454,1273.8800048828125
455,1273.8800048828125
456,1273.8800048828125
457,1275.93994140625
458,1275.93994140625
459,1275.93994140625
460,2827.1298828125
461,2491.6201171875
462,2465.52001953125
463,2465.52001953125
464,2047.1700439453125
465,2183.360107421875
466,1740.760009765625
467,1822.3199462890625
468,2225.5400390625
469,1716.3299560546875
470,1716.3299560546875
471,1716.3299560546875
472,1994.0899658203125
473,1379.18994140625
474,1478.550048828125
475,1478.550048828125
476,1478.550048828125
477,2329.919921875
478,1738.6400146484375
479,1904.52001953125
480,1904.52001953125
481,1468.780029296875
482,1382.4599609375
483,1377.18994140625
484,1968.6099853515625
485,1968.6099853515625
486,1968.6099853515625
487,1679.81005859375
488,1889.4000244140625
489,2038.260009765625
490,2038.260009765625
491,2132.5
492,2132.5
493,1986.5699462890625
494,1658.72998046875
495,1697.0699462890625
496,1583.800048828125
497,1583.800048828125
498,1583.800048828125
499,1193.219970703125
500,1292.97998046875
501,2510.68994140625
502,2510.68994140625
503,2324.0
504,2212.139892578125
505,1781.8199462890625
506,1781.8199462890625
507,1781.8199462890625
508,1493.0799560546875
509,1493.0799560546875
510,1712.3800048828125
511,1393.469970703125
512,1561.75
513,1561.75
514,1200.3399658203125
515,1238.4300537109375
516,1177.0999755859375
517,1177.0999755859375
518,1177.0999755859375
519,1229.81005859375
520,2811.510009765625
521,2811.510009765625
522,2811.510009765625
523,2228.610107421875
524,2336.800048828125
525,2295.39990234375
526,2480.860107421875
527,2164.800048828125
528,2160.300048828125
529,2703.300048828125
530,2013.989990234375
531,2013.989990234375
532,2013.989990234375
533,2027.3299560546875
534,2007.5899658203125
535,2007.5899658203125
536,2007.5899658203125
537,2037.31005859375
538,2037.31005859375
539,2037.31005859375
540,2254.7900390625
541,2254.7900390625
542,2423.050048828125
543,2238.68994140625
544,2238.68994140625
545,2238.68994140625
546,2360.570068359375
547,2484.280029296875
548,2484.280029296875
549,2484.280029296875
550,2447.889892578125
551,2447.889892578125
552,2447.889892578125
553,2476.780029296875
554,2229.080078125
555,2688.669921875
556,1423.97998046875
557,1423.97998046875
558,1380.719970703125
559,1380.719970703125
560,1317.93994140625
561,1317.93994140625
562,1421.7099609375
563,1631.56005859375
564,1272.4599609375
565,1272.4599609375
566,1296.3699951171875
567,1296.3699951171875
568,1296.3699951171875
569,1286.0
570,1417.8599853515625
