FIPS,x,y,pop,cancer,poverty,smoking,PM25,NO2,SO2
34039,1803087.26,2167525.559,10971.93333,50,9.12,9.12,20.50,9.23,0.05
13307,1073563.458,1061689.581,13610.2,66,19.31,19.31,26.80,0.72,0.02
13309,1242618.537,1091702.72,50273.13333,67,31.73,31.73,28.05,0.75,0.01
42003,1340289.628,2052713.595,72842.26667,67,11.39,11.39,25.30,5.40,0.41
42129,1385974.15,2042662.979,406453.5333,60,9.59,9.59,25.29,3.95,0.39
13085,1075715.83,1331660.446,59936.66667,74,10.51,10.51,25.73,1.25,0.08
13063,1071151.413,1229322.893,97897.33333,69,16.13,16.13,24.11,3.69,0.16
37141,1638010.356,1430021.552,61247.06667,69,15.14,15.14,27.39,0.90,0.02
37129,1646097.352,1398296.877,89396.8,66,14.07,14.07,24.51,0.95,0.02
24039,1744615.768,1862073.288,25026.8,87,21.86,21.86,27.29,2.34,0.05
13167,1239454.726,1157124.13,36708.06667,68,26.93,26.93,28.34,0.85,0.04
36117,1524638.913,2392871.668,20699.8,64,10.37,10.37,25.35,2.42,0.03
34005,1793128.135,2075366.679,130147.2667,60,5.54,5.54,21.64,4.76,0.05
37053,1763878.691,1670135.135,47846.06667,85,10.45,10.45,26.93,1.61,0.02
45091,1336110.314,1428342.555,131582.2,71,11.68,11.68,25.61,1.96,0.07
45065,1252619.994,1294113.473,15260.4,57,18.90,18.90,26.21,1.15,0.03
45081,1303698.653,1313763.029,54280.6,57,16.91,16.91,26.87,1.08,0.02
37123,1443588.974,1486516.397,59704.2,63,18.67,18.67,27.22,1.74,0.04
36039,1776833.617,2347254.627,67981.06667,75,13.50,13.50,26.41,2.17,0.01
45073,1170904.671,1378993.2,41930.46667,61,13.52,13.52,25.98,1.13,0.02
